Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit
Furniture,Seattle,United States,CS-11845,Cari Sayre,Global,11-02-2022,US-2022-131828,98105,"Global Leather and Oak Executive Chair, Black",West,Corporate,COR,TRUE,13-02-2022,Second Class,Washington,Chairs,0.2,$0.11K
Furniture,Arvada,United States,BP-11185,Ben Peterman,C-Line,12-09-2021,US-2021-142902,80004,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,West,Corporate,COR,FALSE,14-09-2021,Second Class,Colorado,Furnishings,0.2,$0.00K
Furniture,Denver,United States,FA-14230,Frank Atkinson,Eldon,30-10-2020,US-2020-131359,80219,"Eldon Regeneration Recycled Desk Accessories, Black",West,Corporate,COR,FALSE,02-11-2020,Second Class,Colorado,Furnishings,0.2,$0.00K
Furniture,Seattle,United States,CM-11815,Candace McMahon,Other,21-08-2022,US-2022-121489,98115,"Padded Folding Chairs, Black, 4/Carton",West,Corporate,COR,TRUE,25-08-2022,Second Class,Washington,Chairs,0.2,$0.04K
Furniture,Detroit,United States,DL-13495,Dionis Lloyd,Rush,25-12-2020,US-2020-153717,48227,Rush Hierlooms Collection Rich Wood Bookcases,Central,Corporate,COR,FALSE,01-01-2021,Standard Class,Michigan,Bookcases,0,$0.02K
Furniture,Detroit,United States,RW-19540,Rick Wilson,SAFCO,07-05-2022,US-2022-141733,48234,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Central,Corporate,COR,TRUE,11-05-2022,Standard Class,Michigan,Chairs,0,$0.01K
Furniture,Milwaukee,United States,JD-16150,Justin Deggeller,Global,25-03-2022,US-2022-155880,53209,Global Highback Leather Tilter in Burgundy,Central,Corporate,COR,TRUE,31-03-2022,Standard Class,Wisconsin,Chairs,0,$0.01K
Furniture,Dearborn,United States,SF-20965,Sylvia Foulston,Global,29-11-2020,US-2020-138009,48126,"Global Manager's Adjustable Task Chair, Storm",Central,Corporate,COR,FALSE,03-12-2020,Standard Class,Michigan,Chairs,0,$0.09K
Furniture,Detroit,United States,RW-19540,Rick Wilson,SAFCO,07-05-2022,US-2022-141733,48234,Safco Contoured Stacking Chairs,Central,Corporate,COR,TRUE,11-05-2022,Standard Class,Michigan,Chairs,0,$0.12K
Furniture,Jackson,United States,KD-16495,Keith Dawkins,Global,10-12-2020,US-2020-121650,49201,Global Super Steno Chair,Central,Corporate,COR,FALSE,16-12-2020,Standard Class,Michigan,Chairs,0,$0.03K
Furniture,La Crosse,United States,SC-20695,Steve Chapman,Global,25-09-2021,US-2021-124163,54601,"Global Fabric Manager's Chair, Dark Gray",Central,Corporate,COR,FALSE,30-09-2021,Standard Class,Wisconsin,Chairs,0,$0.05K
Furniture,Oak Park,United States,NH-18610,Nicole Hansen,3M,08-04-2022,US-2022-136721,48237,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Central,Corporate,COR,TRUE,12-04-2022,Standard Class,Michigan,Furnishings,0,$0.07K
Furniture,Rochester,United States,SP-20860,Sung Pak,Other,05-09-2020,US-2020-105158,55901,Longer-Life Soft White Bulbs,Central,Corporate,COR,FALSE,10-09-2020,Standard Class,Minnesota,Furnishings,0,$0.00K
Furniture,Springfield,United States,HM-14860,Harry Marie,Eldon,24-12-2020,US-2020-128587,65807,"Eldon Regeneration Recycled Desk Accessories, Black",Central,Corporate,COR,FALSE,30-12-2020,Standard Class,Missouri,Furnishings,0,$0.00K
Furniture,Springfield,United States,KM-16225,Kalyca Meade,3M,10-11-2021,US-2021-119935,65807,3M Polarizing Light Filter Sleeves,Central,Corporate,COR,FALSE,14-11-2021,Standard Class,Missouri,Furnishings,0,$0.02K
Furniture,Green Bay,United States,CS-12250,Chris Selesnick,DAX,22-09-2021,US-2021-119641,54302,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Central,Corporate,COR,FALSE,26-09-2021,Standard Class,Wisconsin,Furnishings,0,$0.01K
Furniture,Green Bay,United States,SP-20545,Sibella Parks,Westinghouse,14-03-2021,US-2021-102134,54302,Westinghouse Clip-On Gooseneck Lamps,Central,Corporate,COR,FALSE,19-03-2021,Standard Class,Wisconsin,Furnishings,0,$0.00K
Furniture,Jackson,United States,KD-16495,Keith Dawkins,Bretford,10-12-2020,US-2020-121650,49201,Bretford CR8500 Series Meeting Room Furniture,Central,Corporate,COR,FALSE,16-12-2020,Standard Class,Michigan,Tables,0,$0.20K
Furniture,Detroit,United States,DK-12835,Damala Kotsonis,Global,09-12-2022,US-2022-139199,48234,Global Executive Mid-Back Manager's Chair,Central,Corporate,COR,TRUE,13-12-2022,Standard Class,Michigan,Chairs,0,$0.23K
Furniture,Tulsa,United States,HW-14935,Helen Wasserman,Hon,31-10-2021,US-2021-140130,74133,Hon Mobius Operator's Chair,Central,Corporate,COR,FALSE,05-11-2021,Standard Class,Oklahoma,Chairs,0,$0.08K
Furniture,Sioux Falls,United States,EM-13825,Elizabeth Moffitt,Novimex,20-07-2022,US-2022-122035,57103,Novimex Fabric Task Chair,Central,Corporate,COR,TRUE,25-07-2022,Standard Class,South Dakota,Chairs,0,$0.03K
Furniture,Franklin,United States,MK-17905,Michael Kennedy,Office Star,18-11-2019,US-2019-161032,53132,Office Star - Mesh Screen back chair with Vinyl seat,Central,Corporate,COR,FALSE,23-11-2019,Standard Class,Wisconsin,Chairs,0,$0.04K
Furniture,Milwaukee,United States,JD-16150,Justin Deggeller,Global,25-03-2022,US-2022-155880,53209,"Global High-Back Leather Tilter, Burgundy",Central,Corporate,COR,TRUE,31-03-2022,Standard Class,Wisconsin,Chairs,0,$0.04K
Furniture,Dearborn,United States,ML-18040,Michelle Lonsdale,Other,26-03-2022,US-2022-113208,48126,"Career Cubicle Clock, 8 1/4"", Black",Central,Corporate,COR,TRUE,02-04-2022,Standard Class,Michigan,Furnishings,0,$0.02K
Furniture,Oak Park,United States,NH-18610,Nicole Hansen,Luxo,08-04-2022,US-2022-136721,48237,Luxo Professional Combination Clamp-On Lamps,Central,Corporate,COR,TRUE,12-04-2022,Standard Class,Michigan,Furnishings,0,$0.08K
Furniture,Minneapolis,United States,JD-16150,Justin Deggeller,Eldon,18-12-2021,US-2021-147067,55407,Eldon 200 Class Desk Accessories,Central,Corporate,COR,FALSE,22-12-2021,Standard Class,Minnesota,Furnishings,0,$0.01K
Furniture,Oklahoma City,United States,BS-11365,Bill Shonely,Executive Impressions,20-06-2021,US-2021-149965,73120,"Executive Impressions 13"" Clairmont Wall Clock",Central,Corporate,COR,FALSE,25-06-2021,Standard Class,Oklahoma,Furnishings,0,$0.02K
Furniture,Detroit,United States,MP-17965,Michael Paige,Chromcraft,15-12-2021,US-2021-142335,48205,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Central,Corporate,COR,FALSE,19-12-2021,Standard Class,Michigan,Tables,0,$0.23K
Furniture,Lincoln Park,United States,DM-12955,Dario Medina,O'Sullivan,21-09-2020,US-2020-168480,48146,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Central,Corporate,COR,FALSE,27-09-2020,Standard Class,Michigan,Bookcases,0,$0.03K
Furniture,Saint Cloud,United States,KB-16240,Karen Bern,Global,24-09-2022,US-2022-142034,56301,"Global Airflow Leather Mesh Back Chair, Black",Central,Corporate,COR,TRUE,28-09-2022,Standard Class,Minnesota,Chairs,0,$0.18K
Furniture,Oklahoma City,United States,TS-21430,Tom Stivers,Other,13-11-2021,US-2021-128972,73120,"Master Giant Foot Doorstop, Safety Yellow",Central,Corporate,COR,FALSE,17-11-2021,Standard Class,Oklahoma,Furnishings,0,$0.01K
Furniture,Detroit,United States,RW-19540,Rick Wilson,Hon,07-05-2022,US-2022-141733,48234,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Central,Corporate,COR,TRUE,11-05-2022,Standard Class,Michigan,Chairs,0,$0.42K
Furniture,Milwaukee,United States,HE-14800,Harold Engle,Tensor,18-12-2022,US-2022-143252,53209,Tensor Track Tree Floor Lamp,Central,Corporate,COR,TRUE,24-12-2022,Standard Class,Wisconsin,Furnishings,0,$0.02K
Furniture,Detroit,United States,DS-13180,David Smith,Bevis,09-08-2020,US-2020-163055,48227,Bevis 36 x 72 Conference Tables,Central,Corporate,COR,FALSE,16-08-2020,Standard Class,Michigan,Tables,0,$0.14K
Furniture,Franklin,United States,JO-15145,Jack O'Briant,Atlantic,08-01-2021,US-2021-100461,53132,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Central,Corporate,COR,FALSE,12-01-2021,Standard Class,Wisconsin,Bookcases,0,$0.41K
Furniture,Noblesville,United States,AS-10285,Alejandro Savely,Balt,11-11-2021,US-2021-164196,46060,Balt Solid Wood Round Tables,Central,Corporate,COR,FALSE,17-11-2021,Standard Class,Indiana,Tables,0,$0.24K
Furniture,Milwaukee,United States,JD-16150,Justin Deggeller,Other,25-03-2022,US-2022-155880,53209,"Lifetime Advantage Folding Chairs, 4/Carton",Central,Corporate,COR,TRUE,31-03-2022,Standard Class,Wisconsin,Chairs,0,$0.43K
Furniture,Des Moines,United States,BV-11245,Benjamin Venier,C-Line,30-01-2022,US-2022-104220,50315,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Central,Corporate,COR,TRUE,05-02-2022,Standard Class,Iowa,Furnishings,0,$0.01K
Furniture,Broken Arrow,United States,BO-11350,Bill Overfelt,Hon,03-01-2021,US-2021-105207,74012,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Central,Corporate,COR,FALSE,08-01-2021,Standard Class,Oklahoma,Tables,0,$0.35K
Furniture,Franklin,United States,JE-16165,Justin Ellison,Hon,05-12-2021,US-2021-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,Corporate,COR,FALSE,09-12-2021,Standard Class,Wisconsin,Chairs,0,$0.59K
Furniture,Detroit,United States,BT-11395,Bill Tyler,Global,29-11-2020,US-2020-110016,48227,"Global High-Back Leather Tilter, Burgundy",Central,Corporate,COR,FALSE,04-12-2020,Standard Class,Michigan,Chairs,0,$0.12K
Furniture,Jackson,United States,BB-11545,Brenda Bowman,Chromcraft,25-11-2021,US-2021-169838,49201,Chromcraft Round Conference Tables,Central,Corporate,COR,FALSE,29-11-2021,Standard Class,Michigan,Tables,0,$0.33K
Furniture,La Crosse,United States,SC-20695,Steve Chapman,Eldon,25-09-2021,US-2021-124163,54601,Eldon Expressions Mahogany Wood Desk Collection,Central,Corporate,COR,FALSE,30-09-2021,Standard Class,Wisconsin,Furnishings,0,$0.02K
Furniture,Austin,United States,AR-10345,Alex Russell,Global,10-09-2020,US-2020-139374,78745,Global Commerce Series Low-Back Swivel/Tilt Chairs,Central,Corporate,COR,FALSE,14-09-2020,Standard Class,Texas,Chairs,0.3,$0.00K
Furniture,Dallas,United States,BP-11185,Ben Peterman,Hon,28-08-2020,US-2020-166219,75081,Hon 2111 Invitation Series Straight Table,Central,Corporate,COR,FALSE,01-09-2020,Standard Class,Texas,Tables,0.3,-$0.02K
Furniture,Chicago,United States,BB-11545,Brenda Bowman,Global,11-11-2021,US-2021-124506,60623,Global Chrome Stack Chair,Central,Corporate,COR,FALSE,17-11-2021,Standard Class,Illinois,Chairs,0.3,$0.00K
Furniture,Peoria,United States,LO-17170,Lori Olson,Other,28-12-2022,US-2022-163860,61604,"Padded Folding Chairs, Black, 4/Carton",Central,Corporate,COR,TRUE,01-01-2023,Standard Class,Illinois,Chairs,0.3,$0.00K
Furniture,San Angelo,United States,LC-16930,Linda Cazamias,Other,19-11-2022,US-2022-137491,76903,"Lifetime Advantage Folding Chairs, 4/Carton",Central,Corporate,COR,TRUE,25-11-2022,Standard Class,Texas,Chairs,0.3,-$0.01K
Furniture,Houston,United States,DM-12955,Dario Medina,SAFCO,21-03-2021,US-2021-163153,77036,Safco Drafting Table,Central,Corporate,COR,FALSE,25-03-2021,Standard Class,Texas,Tables,0.3,$0.00K
Furniture,Chicago,United States,EA-14035,Erin Ashbrook,Global,16-02-2021,US-2021-168956,60623,"Global Stack Chair with Arms, Black",Central,Corporate,COR,FALSE,20-02-2021,Standard Class,Illinois,Chairs,0.3,$0.00K
Furniture,Highland Park,United States,KH-16330,Katharine Harms,Global,27-06-2021,US-2021-153577,60035,Global Commerce Series Low-Back Swivel/Tilt Chairs,Central,Corporate,COR,FALSE,01-07-2021,Standard Class,Illinois,Chairs,0.3,-$0.01K
Furniture,Houston,United States,MH-17440,Mark Haberlin,Other,08-02-2021,US-2021-163048,77036,Harbour Creations Steel Folding Chair,Central,Corporate,COR,FALSE,15-02-2021,Standard Class,Texas,Chairs,0.3,$0.00K
Furniture,Houston,United States,TH-21115,Thea Hudgings,Global,18-04-2021,US-2021-125087,77070,"Global High-Back Leather Tilter, Burgundy",Central,Corporate,COR,FALSE,23-04-2021,Standard Class,Texas,Chairs,0.3,-$0.09K
Furniture,Bryan,United States,MY-18295,Muhammed Yedwab,Novimex,15-03-2021,US-2021-149272,77803,Novimex Swivel Fabric Task Chair,Central,Corporate,COR,FALSE,19-03-2021,Standard Class,Texas,Chairs,0.3,-$0.14K
Furniture,Houston,United States,LR-17035,Lisa Ryan,Other,26-09-2021,US-2021-143406,77041,High-Back Leather Manager's Chair,Central,Corporate,COR,FALSE,30-09-2021,Standard Class,Texas,Chairs,0.3,-$0.14K
Furniture,Houston,United States,DW-13195,David Wiener,Global,20-11-2021,US-2021-127971,77095,"Global Wood Trimmed Manager's Task Chair, Khaki",Central,Corporate,COR,FALSE,27-11-2021,Standard Class,Texas,Chairs,0.3,-$0.08K
Furniture,Arlington,United States,MC-17590,Matt Collister,Bretford,25-11-2019,US-2019-127446,76017,Bretford CR4500 Series Slim Rectangular Table,Central,Corporate,COR,FALSE,30-11-2019,Standard Class,Texas,Tables,0.3,-$0.12K
Furniture,Austin,United States,AR-10825,Anthony Rawles,Other,05-09-2021,US-2021-148110,78745,"Situations Contoured Folding Chairs, 4/Set",Central,Corporate,COR,FALSE,11-09-2021,Standard Class,Texas,Chairs,0.3,-$0.02K
Furniture,Houston,United States,AG-10495,Andrew Gjertsen,KI,24-10-2020,US-2020-118738,77041,KI Conference Tables,Central,Corporate,COR,FALSE,30-10-2020,Standard Class,Texas,Tables,0.3,-$0.07K
Furniture,Woodstock,United States,BG-11695,Brooke Gillingham,Global,27-12-2021,US-2021-162852,60098,"Global Manager's Adjustable Task Chair, Storm",Central,Corporate,COR,FALSE,31-12-2021,Standard Class,Illinois,Chairs,0.3,-$0.01K
Furniture,Houston,United States,DB-12970,Darren Budd,Bestar,12-11-2019,US-2019-159618,77036,Bestar Classic Bookcase,Central,Corporate,COR,FALSE,16-11-2019,Standard Class,Texas,Bookcases,0.32,-$0.01K
Furniture,Amarillo,United States,DS-13180,David Smith,Bush,31-03-2022,US-2022-154907,79109,Bush Mission Pointe Library,Central,Corporate,COR,TRUE,04-04-2022,Standard Class,Texas,Bookcases,0.32,-$0.04K
Furniture,Dallas,United States,KE-16420,Katrina Edelman,Other,13-11-2022,US-2022-113873,75220,"Bush Westfield Collection Bookcases, Fully Assembled",Central,Corporate,COR,TRUE,19-11-2022,Standard Class,Texas,Bookcases,0.32,-$0.03K
Furniture,Houston,United States,RP-19270,Rachel Payne,O'Sullivan,06-08-2020,US-2020-135251,77095,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Central,Corporate,COR,FALSE,10-08-2020,Standard Class,Texas,Bookcases,0.32,-$0.11K
Furniture,Fort Worth,United States,CV-12805,Cynthia Voltz,Sauder,27-04-2022,US-2022-135692,76106,Sauder Barrister Bookcases,Central,Corporate,COR,TRUE,01-05-2022,Standard Class,Texas,Bookcases,0.32,-$0.04K
Furniture,Fort Worth,United States,DB-13555,Dorothy Badders,Sauder,06-05-2022,US-2022-133200,76106,"Sauder Mission Library with Doors, Fruitwood Finish",Central,Corporate,COR,TRUE,11-05-2022,Standard Class,Texas,Bookcases,0.32,-$0.12K
Furniture,Huntsville,United States,HM-14860,Harry Marie,O'Sullivan,27-09-2021,US-2021-110170,77340,O'Sullivan Plantations 2-Door Library in Landvery Oak,Central,Corporate,COR,FALSE,03-10-2021,Standard Class,Texas,Bookcases,0.32,-$0.23K
Furniture,Aurora,United States,CK-12760,Cyma Kinney,Hon,09-10-2022,US-2022-117247,60505,Hon 61000 Series Interactive Training Tables,Central,Corporate,COR,TRUE,14-10-2022,Standard Class,Illinois,Tables,0.5,-$0.04K
Furniture,Aurora,United States,CK-12760,Cyma Kinney,Bevis,09-10-2022,US-2022-117247,60505,"Bevis Oval Conference Table, Walnut",Central,Corporate,COR,TRUE,14-10-2022,Standard Class,Illinois,Tables,0.5,-$0.43K
Furniture,Chicago,United States,BM-11575,Brendan Murry,C-Line,18-05-2022,US-2022-155642,60653,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Central,Corporate,COR,TRUE,22-05-2022,Standard Class,Illinois,Furnishings,0.6,$0.00K
Furniture,Chicago,United States,MC-17605,Matt Connell,Howard Miller,16-11-2020,US-2020-145394,60610,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Central,Corporate,COR,FALSE,20-11-2020,Standard Class,Illinois,Furnishings,0.6,-$0.02K
Furniture,Chicago,United States,SP-20860,Sung Pak,Dana,15-12-2019,US-2019-119466,60623,Dana Swing-Arm Lamps,Central,Corporate,COR,FALSE,21-12-2019,Standard Class,Illinois,Furnishings,0.6,-$0.01K
Furniture,Peoria,United States,LO-17170,Lori Olson,3M,28-12-2022,US-2022-163860,61604,3M Hangers With Command Adhesive,Central,Corporate,COR,TRUE,01-01-2023,Standard Class,Illinois,Furnishings,0.6,$0.00K
Furniture,Houston,United States,NS-18640,Noel Staavos,Deflect-o,02-02-2021,US-2021-144645,77041,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Central,Corporate,COR,FALSE,08-02-2021,Standard Class,Texas,Furnishings,0.6,-$0.08K
Furniture,Houston,United States,SF-20965,Sylvia Foulston,Howard Miller,17-09-2020,US-2020-143077,77041,Howard Miller Distant Time Traveler Alarm Clock,Central,Corporate,COR,FALSE,21-09-2020,Standard Class,Texas,Furnishings,0.6,-$0.01K
Furniture,Mesquite,United States,SS-20140,Saphhira Shifley,Staple-based wall hangings,23-11-2019,US-2019-120544,75150,Staple-based wall hangings,Central,Corporate,COR,FALSE,27-11-2019,Standard Class,Texas,Furnishings,0.6,$0.00K
Furniture,Chicago,United States,EB-13840,Ellis Ballard,Howard Miller,13-12-2019,US-2019-102631,60623,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Central,Corporate,COR,FALSE,17-12-2019,Standard Class,Illinois,Furnishings,0.6,-$0.04K
Furniture,Chicago,United States,BM-11575,Brendan Murry,Other,18-05-2022,US-2022-155642,60653,Flat Face Poster Frame,Central,Corporate,COR,TRUE,22-05-2022,Standard Class,Illinois,Furnishings,0.6,-$0.01K
Furniture,Peoria,United States,LO-17170,Lori Olson,G. E.,28-12-2022,US-2022-163860,61604,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Central,Corporate,COR,TRUE,01-01-2023,Standard Class,Illinois,Furnishings,0.6,$0.00K
Furniture,Arlington,United States,MC-17590,Matt Collister,Master Caster,25-11-2019,US-2019-127446,76017,"Master Caster Door Stop, Brown",Central,Corporate,COR,FALSE,30-11-2019,Standard Class,Texas,Furnishings,0.6,$0.00K
Furniture,Dallas,United States,GH-14485,Gene Hale,Tenex,08-10-2020,US-2020-131352,75081,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Central,Corporate,COR,FALSE,13-10-2020,Standard Class,Texas,Furnishings,0.6,-$0.07K
Furniture,Houston,United States,DW-13195,David Wiener,Eldon,20-11-2021,US-2021-127971,77095,Eldon Wave Desk Accessories,Central,Corporate,COR,FALSE,27-11-2021,Standard Class,Texas,Furnishings,0.6,$0.00K
Furniture,Houston,United States,EB-13705,Ed Braxton,3M,31-03-2020,US-2020-128125,77095,3M Polarizing Light Filter Sleeves,Central,Corporate,COR,FALSE,05-04-2020,Standard Class,Texas,Furnishings,0.6,-$0.01K
Furniture,Corpus Christi,United States,MD-17860,Michael Dominguez,Other,02-12-2019,US-2019-117744,78415,12-1/2 Diameter Round Wall Clock,Central,Corporate,COR,FALSE,06-12-2019,Standard Class,Texas,Furnishings,0.6,-$0.02K
Furniture,Corpus Christi,United States,MD-17860,Michael Dominguez,Deflect-o,02-12-2019,US-2019-117744,78415,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Central,Corporate,COR,FALSE,06-12-2019,Standard Class,Texas,Furnishings,0.6,-$0.02K
Furniture,Dallas,United States,AH-10690,Anna Häberlin,Eldon,05-08-2020,US-2020-112214,75220,"Eldon Expressions Wood Desk Accessories, Oak",Central,Corporate,COR,FALSE,11-08-2020,Standard Class,Texas,Furnishings,0.6,-$0.01K
Furniture,Grand Prairie,United States,TP-21565,Tracy Poddar,Eldon,03-10-2021,US-2021-103919,75051,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Central,Corporate,COR,FALSE,07-10-2021,Standard Class,Texas,Furnishings,0.6,-$0.03K
Furniture,Houston,United States,TH-21115,Thea Hudgings,Howard Miller,18-04-2021,US-2021-125087,77070,"Howard Miller 16"" Diameter Gallery Wall Clock",Central,Corporate,COR,FALSE,23-04-2021,Standard Class,Texas,Furnishings,0.6,-$0.07K
Furniture,Chicago,United States,HK-14890,Heather Kirkland,DAX,23-10-2021,US-2021-165484,60610,DAX Cubicle Frames - 8x10,Central,Corporate,COR,FALSE,29-10-2021,Standard Class,Illinois,Furnishings,0.6,-$0.01K
